UniProt Accession,Description,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fractions,Occurrences,Highest mean condition,Lowest mean condition,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,Anova p-value <= 0.05,Fold change >= 1.5,Fold change >= 2,Tissue,Ome,Species
THIM_HUMAN,3 ketoacyl CoA thiolase mitochondrial OS Homo sapiens GN ACAA2 PE 1 SV 2,29,24,182.51,0.205286884,0.165021495,-1.05962775,0.254417667,3;4;5;6;7;8;9;10,8,Control,HCM,5434.980482,5531.95383,6364.191121,6311.833086,5362.789682,6545.702356,4731.795203,5724.700252,6026.408175,5070.628305,5156.067237,6100.769786,5416.837194,5642.422061,6109.143838,5864.555447,5666.631424,,,,HEART,PROT,HUMAN
ANKR2_HUMAN,Ankyrin repeat domain containing protein 2 OS Homo sapiens GN ANKRD2 PE 1 SV 3,9,5,49.55,0.205793256,0.165021495,-1.78963132,0.253931796,1;4;5;6;10,5,Control,HCM,651.6363662,3559.965073,434.471554,1229.433563,558.7821574,772.3192436,706.7914327,567.9593575,758.2964828,862.0957884,613.1437397,581.4099156,586.0397546,626.8588808,737.8829355,667.1165217,674.9953673,,x,,HEART,PROT,HUMAN
ACBP_HUMAN,Acyl CoA binding protein OS Homo sapiens GN DBI PE 1 SV 2,1,1,7.31,0.208108516,0.165574321,-1.51953416,0.251728804,3,1,Control,HCM,46.62026218,226.571756,197.062612,57.66294717,130.9144614,64.27046455,188.9240334,66.41229162,95.82249152,30.18445905,53.15634489,48.58222444,56.88756356,37.66177805,190.896903,34.44215906,69.46023784,,x,,HEART,PROT,HUMAN
CK054_HUMAN,Ester hydrolase C11orf54 OS Homo sapiens GN C11orf54 PE 1 SV 1,1,1,6.6,0.212943974,0.168762257,-1.44815165,0.247223621,9,1,Control,HCM,61.90072415,87.60754382,109.0689473,149.4197637,114.252435,119.3503139,86.73167044,65.6792282,74.80051786,98.29114102,93.76246061,119.9670141,58.07803525,81.58208186,51.85718412,78.98670048,2.517414118,,,,HEART,PROT,HUMAN
HXK1_HUMAN,Hexokinase 1 OS Homo sapiens GN HK1 PE 1 SV 3,4,4,32.87,0.213954433,0.168879382,-1.15359012,0.24629814,5;6;12,3,Control,HCM,564.4023035,577.7211428,335.9575262,675.5901915,442.0882368,547.2700326,406.8924688,318.0264361,510.5285589,461.3406826,499.6794369,524.7378578,489.6800088,355.1513318,411.038794,462.9449484,555.0123913,,,,HEART,PROT,HUMAN
TPP1_HUMAN,Tripeptidyl peptidase 1 OS Homo sapiens GN TPP1 PE 1 SV 2,1,1,6.62,0.215819913,0.168879382,-1.31979988,0.244603705,10,1,Control,HCM,31.73859642,27.34619276,13.42543223,17.18743318,26.73815562,12.15447567,13.77850559,15.08600714,14.71333795,20.34632715,9.877865232,14.61970601,25.14558133,27.95318547,4.55935988,17.82608836,14.71873562,,,,HEART,PROT,HUMAN
STK4_HUMAN,Serine threonine protein kinase 4 OS Homo sapiens GN STK4 PE 1 SV 2,3,3,11.2,0.218514886,0.169872403,-1.33447838,0.242187735,11,1,Control,HCM,2645.544589,3059.492269,3952.588993,4517.245524,3069.663969,6924.172454,3145.628423,422.7667038,3075.696699,2833.901743,2970.384167,3428.345544,1111.480651,6258.879857,2755.535251,2921.537159,4279.302332,,,,HEART,PROT,HUMAN
APOA1_HUMAN,Apolipoprotein A I OS Homo sapiens GN APOA1 PE 1 SV 1,40,29,225.07,0.221328101,0.170755903,-1.10353688,0.239705114,1;3;4;5;6;7;8;9,8,Control,HCM,10256.07886,12353.14211,10825.5391,10186.31046,10019.35962,13189.02619,10117.90079,7466.103206,8604.301158,10971.80361,10260.14861,9079.752784,9018.895807,11358.79948,8571.161331,9969.196488,15607.37833,,,,HEART,PROT,HUMAN
KAP2_HUMAN,cAMP dependent protein kinase type II alpha regulatory subunit OS Homo sapiens GN PRKAR2A PE 1 SV 2,2,2,19.47,0.223828459,0.172033302,-1.11284168,0.237531534,1;9,2,Control,HCM,126.0149343,112.9267894,105.4372396,122.6297538,154.2162133,96.51722391,112.9133434,80.99516572,81.91911458,110.6831725,120.933172,129.1498841,123.186243,116.8728113,88.21079054,96.38888507,121.1803196,,,,HEART,PROT,HUMAN
TRAP1_HUMAN,Heat shock protein 75 kDa mitochondrial OS Homo sapiens GN TRAP1 PE 1 SV 3,3,1,20.85,0.232597172,0.176114553,-1.24326034,0.23014415,4;6;7,3,Control,HCM,140.8231949,78.93688568,120.5183338,106.560748,119.4801303,125.6276987,67.34195095,68.95033637,62.29710422,146.4343248,115.8410153,72.41236526,82.78345624,147.6724951,85.61920636,157.3549412,13.649881,,,,HEART,PROT,HUMAN
RINI_HUMAN,Ribonuclease inhibitor OS Homo sapiens GN RNH1 PE 1 SV 2,5,4,32.26,0.235204442,0.1774291,-1.14536525,0.2280155,2;6;7;10,4,Control,HCM,804.6426621,690.7894852,685.8519875,944.701843,505.469974,674.3296517,612.1069442,580.9231367,501.7206637,666.383907,722.3526861,661.4602144,590.7722091,807.7322959,838.5033382,545.9452494,364.1717769,,,,HEART,PROT,HUMAN
AIFM1_HUMAN,Apoptosis inducing factor 1 mitochondrial OS Homo sapiens GN AIFM1 PE 1 SV 1,5,5,40.71,0.241287683,0.180644834,-1.09187897,0.223164197,3;4;5;10,4,Control,HCM,1030.956636,1658.781864,1294.522428,1279.819962,1665.760187,1352.204411,1204.772117,1198.845558,1399.114941,1145.47262,1349.2723,1287.731366,1230.605888,1104.569104,1478.890162,1234.604167,1272.195996,,,,HEART,PROT,HUMAN
EFTU_HUMAN,Elongation factor Tu mitochondrial OS Homo sapiens GN TUFM PE 1 SV 2,21,14,125.25,0.24309968,0.180644834,-1.12454239,0.221749451,1;3;4;5;6;7;8,7,Control,HCM,3764.135155,3580.576652,3407.622866,3244.636475,3766.82033,4617.334778,2210.586356,2547.721023,2336.346663,4131.531918,4235.08569,2535.968874,2761.167647,3840.923872,4082.299383,4731.738924,3074.418092,,,,HEART,PROT,HUMAN
PAPOG_HUMAN,Poly A polymerase gamma OS Homo sapiens GN PAPOLG PE 1 SV 2,1,1,6.52,0.243618634,0.180644834,-1.13211941,0.221346773,5,1,Control,HCM,40.35010345,38.75725874,43.10580765,43.55487312,36.73905846,39.47158324,37.7556511,29.66544274,26.24846196,44.20125671,38.90592742,36.6952119,53.65835369,43.7859291,17.60664375,22.3429639,40.98998378,,,,HEART,PROT,HUMAN
RL30_HUMAN,60S ribosomal protein L30 OS Homo sapiens GN RPL30 PE 1 SV 2,2,1,6.82,0.243901879,0.180644834,-1.15213463,0.221127459,5;10,2,Control,HCM,95.14111159,118.3519196,102.990786,100.9355929,112.0763688,111.4200186,113.9279149,115.5676083,106.5922734,78.65346739,111.8766788,114.9242577,90.1876797,109.2029217,33.2448707,62.81485963,82.8642329,,,,HEART,PROT,HUMAN
MCCB_HUMAN,Methylcrotonoyl CoA carboxylase beta chain mitochondrial OS Homo sapiens GN MCCC2 PE 1 SV 1,2,2,13.88,0.25004917,0.183195781,-1.15600408,0.216447414,8;10,2,Control,HCM,510.7012844,357.7549548,230.515447,399.1843922,309.9588566,373.3281307,291.3934637,263.8616827,265.7816008,402.845586,455.3413437,297.7233247,310.5559215,309.1322315,257.1778241,360.3950976,245.3924267,,,,HEART,PROT,HUMAN
CPT1B_HUMAN,Carnitine O palmitoyltransferase 1 muscle isoform OS Homo sapiens GN CPT1B PE 2 SV 2,1,1,6.56,0.251730785,0.183195781,-2.81176761,0.215193167,8,1,Control,HCM,64.68641789,74.20575769,33.86745265,73.98236851,89.48756926,0,9.892361807,9.742589972,26.2821267,18.14290285,35.40397273,73.32944721,23.77635528,9.810378167,0,0,12.84881891,,x,x,HEART,PROT,HUMAN
ODPA_HUMAN,Pyruvate dehydrogenase E1 component subunit alpha somatic form mitochondrial OS Homo sapiens GN PD,17,10,95.16,0.252998124,0.183266163,-1.10778549,0.214255116,1;3;4;5;6;7;8;9;10,9,Control,HCM,3561.370373,3067.160067,3001.317588,3338.560867,3151.6497,3585.199491,2264.173723,1988.410617,2368.033364,4040.319404,3613.74496,2337.13786,2528.613284,2954.930709,2758.676142,4647.395983,3109.847415,,,,HEART,PROT,HUMAN
NIBAN_HUMAN,Protein Niban OS Homo sapiens GN FAM129A PE 1 SV 1,1,1,6.39,0.265231029,0.187421875,-1.20978051,0.205506881,1,1,Control,HCM,191.6194423,133.3621882,87.36563554,113.6840453,201.1781784,142.4009902,107.3574841,71.75722672,54.11603433,207.3185328,192.5191947,118.7622627,133.7670123,141.4577639,72.21666652,120.9582398,97.60027245,,,,HEART,PROT,HUMAN
SUCB1_HUMAN,Succinyl CoA ligase ADP forming subunit beta mitochondrial OS Homo sapiens GN SUCLA2 PE 1 SV 3,12,7,40.36,0.265491138,0.187421875,-1.12387309,0.205326684,3;4;5;10,4,Control,HCM,1132.468562,1499.214322,1522.756687,1144.280988,1111.8949,1208.803167,1030.234922,890.0788378,1037.404383,1607.379126,1228.116915,974.1817575,791.7827725,1028.080835,1731.264744,1417.617265,693.1391398,,,,HEART,PROT,HUMAN
NDUS6_HUMAN,NADH dehydrogenase ubiquinone iron sulfur protein 6 mitochondrial OS Homo sapiens GN NDUFS6 PE 1,5,5,41.53,0.266050017,0.187421875,-1.19558877,0.204940302,5;6;8,3,Control,HCM,265.4493154,610.4423912,585.9522414,449.5677818,637.9402927,488.5341818,530.7533747,779.3070248,282.5074657,341.079685,365.6607696,396.0139477,260.6453132,364.5741521,582.2057569,408.5042326,347.0874789,,,,HEART,PROT,HUMAN
FIBB_HUMAN,Fibrinogen beta chain OS Homo sapiens GN FGB PE 1 SV 2,6,6,31.83,0.26737521,0.187421875,-1.16781558,0.204028428,1;8;9,3,Control,HCM,1296.496983,931.6834223,1486.804721,2346.882654,1353.352473,1665.211124,1066.943987,1275.155575,1316.442352,914.7337184,1530.93603,1507.588514,1497.416608,1309.341398,1333.378781,1254.26765,1249.006385,,,,HEART,PROT,HUMAN
PCBP2_HUMAN,Poly rC binding protein 2 OS Homo sapiens GN PCBP2 PE 1 SV 1,1,1,6.86,0.27825114,0.192113565,-1.13989153,0.196766264,10,1,Control,HCM,193.8430061,209.8217658,146.340958,219.8847962,258.6037814,197.0030577,159.9914056,127.1780806,120.2562668,329.6852944,187.9005841,205.7048468,95.61152473,191.9452107,153.7023387,241.1650868,157.8759973,,,,HEART,PROT,HUMAN
2AAA_HUMAN,Serine threonine protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS Homo sapiens GN,1,1,6.71,0.291410901,0.199433158,-1.33345747,0.188476381,7,1,Control,HCM,186.1875006,192.8619442,161.1644809,180.1030487,266.8868656,267.9133038,68.27067504,113.8372374,103.821106,241.3407245,236.9020027,187.9021379,103.3760204,312.1504402,89.4316878,268.5933821,0,,,,HEART,PROT,HUMAN
ERC6L_HUMAN,DNA excision repair protein ERCC 6 like OS Homo sapiens GN ERCC6L PE 1 SV 1,1,1,6.63,0.293260284,0.199767648,-1.19942882,0.187352425,9,1,Control,HCM,146.0177531,233.38031,239.9080817,174.2722354,249.3801863,111.0802278,249.9533792,156.6389835,185.2886508,90.35050761,152.1233086,127.0457227,67.2442856,264.9021139,138.8718617,134.7214984,196.8141195,,,,HEART,PROT,HUMAN
DCXR_HUMAN,L xylulose reductase OS Homo sapiens GN DCXR PE 1 SV 2,6,4,43.09,0.296808942,0.200879691,-1.12183147,0.185222879,3;9;10,3,Control,HCM,1447.947981,995.3044179,954.2465293,868.3632066,959.0410738,1346.20466,825.7720098,1129.182437,650.768507,1239.692578,1171.172118,774.4985903,824.6414828,919.7096365,910.487477,1275.762781,1017.029724,,,,HEART,PROT,HUMAN
CAD13_HUMAN,Cadherin 13 OS Homo sapiens GN CDH13 PE 1 SV 1,2,2,14,0.296865298,0.200879691,-1.33271109,0.185189344,6;8,2,Control,HCM,99.15078016,145.3774348,32.68424081,129.6201857,130.7802549,146.6672809,34.91236162,70.05961554,127.8859182,94.77317929,106.3563792,61.66103203,55.83715869,97.52613128,26.59417867,91.9051855,173.8134047,,,,HEART,PROT,HUMAN
SRCA_HUMAN,Sarcalumenin OS Homo sapiens GN SRL PE 2 SV 2,3,3,13.6,0.298634641,0.201407823,-1.14136662,0.184140955,5;9,2,Control,HCM,1219.383375,1121.747748,1268.520626,1449.455283,1464.874026,923.9166916,856.3915445,893.1717707,1109.788598,1287.66964,1153.314324,405.7163281,1024.181756,1192.435468,1706.785775,1406.658463,927.1582324,,,,HEART,PROT,HUMAN
NIT2_HUMAN,Omega amidase NIT2 OS Homo sapiens GN NIT2 PE 1 SV 1,2,2,13.4,0.30205243,0.202151963,-1.24798728,0.182140036,8,1,Control,HCM,322.4268346,136.4792334,234.1455231,252.4992482,213.2842157,160.5472475,243.2477922,79.99970099,206.8131225,197.2869763,201.6912796,215.3557099,165.0734539,259.5600987,20.05377204,138.3112066,210.8217983,,,,HEART,PROT,HUMAN
G3P_HUMAN,Glyceraldehyde 3 phosphate dehydrogenase OS Homo sapiens GN GAPDH PE 1 SV 3,70,57,382.3,0.313290911,0.205839727,-1.07912376,0.175777652,1;3;4;5;6;7;8;9;10;11;12,11,Control,HCM,81500.79347,76701.33114,71243.44856,81435.29706,63584.09085,79988.73474,57201.17526,69723.4044,49160.93739,76598.89856,84919.2761,71224.86747,53841.4141,69857.81068,94161.6692,68333.81324,77052.31755,,,,HEART,PROT,HUMAN
MYH1_HUMAN,Myosin 1 OS Homo sapiens GN MYH1 PE 1 SV 3,144,7,620.85,0.320278222,0.207749915,-1.10809818,0.171982131,1;2;3;4;5;6;7;8,8,Control,HCM,3995.743144,2992.84106,3779.253301,4162.22821,3020.020345,5004.56965,2906.468014,4089.807028,3385.721716,4289.671657,3126.581137,2420.850679,3081.503992,2795.366738,3392.028723,4898.591083,3591.574296,,,,HEART,PROT,HUMAN
MYH13_HUMAN,Myosin 13 OS Homo sapiens GN MYH13 PE 1 SV 2,75,3,301.88,0.323267393,0.209023175,-1.09982482,0.17039425,1;2;3;4;5;6;7;8,8,Control,HCM,1041.872688,729.9039728,791.6797632,1011.912968,852.1914171,1039.661315,708.8684873,713.878172,650.6172262,982.5993083,1139.146489,583.3605431,604.5159236,867.8958042,865.2086686,1192.678911,804.7187026,,,,HEART,PROT,HUMAN
MYL1_HUMAN,Myosin light chain 1 3 skeletal muscle isoform OS Homo sapiens GN MYL1 PE 1 SV 3,11,1,93.22,0.324442212,0.209118939,-1.14511066,0.169775916,4;5;6,3,Control,HCM,75.57319138,44.30877178,50.14676062,34.33107947,51.88036031,41.08546693,52.87529578,28.71501021,51.1246441,35.55591418,55.50952339,46.19243374,41.98580263,45.42020685,34.12239973,29.34471529,55.17528721,,,,HEART,PROT,HUMAN
CISY_HUMAN,Citrate synthase mitochondrial OS Homo sapiens GN CS PE 1 SV 2,38,27,124.66,0.328167535,0.210852836,-1.09589892,0.16783628,1;3;4;5;6;7;8;9;10;12,10,Control,HCM,10971.10636,11218.52537,14856.48974,9364.970545,9791.821633,11066.2355,8369.153328,7363.389649,7252.445573,9809.734834,11172.76537,11641.1272,9714.646059,10248.29876,10499.52003,11701.0445,14762.68151,,,,HEART,PROT,HUMAN
TGM2_HUMAN,Protein glutamine gamma glutamyltransferase 2 OS Homo sapiens GN TGM2 PE 1 SV 2,14,11,79.69,0.32975553,0.21120688,-1.16753364,0.167019087,1;4;6;7;8,5,Control,HCM,2560.880537,3988.746201,3091.796529,2844.429989,1874.214992,3540.548963,2535.226647,2272.853142,2790.714516,2873.910591,3062.08078,2518.768631,2485.20444,2752.39449,2973.167969,3025.712575,818.6194461,,,,HEART,PROT,HUMAN
SMYD1_HUMAN,SET and MYND domain containing protein 1 OS Homo sapiens GN SMYD1 PE 2 SV 1,3,3,6.97,0.334719779,0.212382847,-1.08169490,0.164500755,10,1,Control,HCM,342.9161772,448.0834288,377.9292712,352.8808101,339.3851166,396.6594704,246.883105,283.9153839,291.4445468,498.9117786,301.7080507,304.7391184,300.6454379,409.6691599,369.8708986,467.7096625,351.2746158,,,,HEART,PROT,HUMAN
SPB6_HUMAN,Serpin B6 OS Homo sapiens GN SERPINB6 PE 1 SV 3,2,2,7.16,0.339882999,0.213821208,-1.07507013,0.161938485,5;6;7,3,Control,HCM,886.566224,752.0824875,683.4264554,920.7223211,790.6700927,801.6713219,586.3935676,872.5873378,717.091638,982.4265693,669.2455281,862.3451637,726.4958815,874.4666651,794.0289893,538.8460083,621.5080979,,,,HEART,PROT,HUMAN
HPT_HUMAN;HPTR_HUMAN,Haptoglobin OS Homo sapiens GN HP PE 1 SV 1,8,5,40.75,0.34135593,0.213821208,-1.16602053,0.161217946,1;2;4;6;7;8,6,Control,HCM,3905.628208,3263.05159,2400.573622,2838.411106,1974.340461,4785.329213,3047.685967,1811.836258,2598.910025,1995.261328,5553.649812,2545.609724,1510.981082,2135.650695,3370.866837,2385.979927,3180.355642,,,,HEART,PROT,HUMAN
FLNC_HUMAN,Filamin C OS Homo sapiens GN FLNC PE 1 SV 3,104,86,572.97,0.342235679,0.213821208,-1.11255753,0.160789757,1;3;4;5;6;7;8;9;10,9,Control,HCM,25753.47238,27874.48846,15376.98693,20781.86314,24367.68431,22319.85948,22934.84173,17592.84249,19977.38016,27428.87135,21983.44235,17665.70244,25636.94728,24702.41589,14352.3668,19674.81775,12940.30059,,,,HEART,PROT,HUMAN
PGAM1_HUMAN,Phosphoglycerate mutase 1 OS Homo sapiens GN PGAM1 PE 1 SV 2,33,8,95.01,0.343943939,0.214231339,-1.05603883,0.159962917,1;3;4;5;6;7;8;9;10,9,Control,HCM,3110.728667,2564.485634,2290.491551,3167.646467,2604.838462,2825.408395,2566.033961,2401.333818,2316.844694,2698.441917,2687.801152,2368.054183,2535.854708,2637.054828,2690.267547,2551.743694,3301.760657,,,,HEART,PROT,HUMAN
TBB6_HUMAN,Tubulin beta 6 chain OS Homo sapiens GN TUBB6 PE 1 SV 1,9,3,48.14,0.346906202,0.214712733,-1.16949799,0.158543353,8;9;10,3,Control,HCM,570.7959013,299.8306482,271.5222273,405.2500979,517.6929247,402.8682531,474.6129392,254.6904632,317.977492,445.7143723,402.5642809,416.1014259,446.7823632,434.5250702,122.3148698,194.2393418,359.3112598,,,,HEART,PROT,HUMAN
PSA5_HUMAN,Proteasome subunit alpha type 5 OS Homo sapiens GN PSMA5 PE 1 SV 3,1,1,6.36,0.347879346,0.214712733,-1.43767237,0.158080907,1,1,Control,HCM,123.3579752,18.69402764,165.4772837,69.58846864,132.3846609,118.0600825,81.21462724,83.72667286,50.68910579,113.9394991,108.4237859,88.91411326,5.33365909,96.89664845,83.1696546,0,87.96583863,,,,HEART,PROT,HUMAN
TEKT1_HUMAN,Tektin 1 OS Homo sapiens GN TEKT1 PE 2 SV 1,1,1,12.5,0.351845572,0.215852509,-1.12365240,0.156215769,8,1,Control,HCM,24.31398971,53.70384288,38.1221282,20.71840701,27.69774367,28.48636908,26.18920135,23.19954278,20.46854628,30.79356761,55.81775882,53.68859357,35.10689163,15.23714011,0,53.24439335,1.219395716,,,,HEART,PROT,HUMAN
GPX3_HUMAN,Glutathione peroxidase 3 OS Homo sapiens GN GPX3 PE 1 SV 2,2,1,7.55,0.358302587,0.217845319,-1.09638032,0.153245361,10,1,Control,HCM,238.2704437,303.1959071,334.591944,313.0861548,244.1448086,226.0657182,239.1177561,241.5562181,173.526416,174.8268743,187.1804243,252.0328031,228.9832149,324.3038424,354.0103678,252.0471189,347.1371312,,,,HEART,PROT,HUMAN
TPM3_HUMAN,Tropomyosin alpha 3 chain OS Homo sapiens GN TPM3 PE 1 SV 1,83,14,348.23,0.363032287,0.219917606,-1.14472620,0.151120008,1;2;3;4;5;6,6,Control,HCM,1507.79167,2667.6752,2635.757621,1503.244299,2573.928475,1566.789683,2457.526105,1695.74911,2761.873904,1363.343635,1483.787724,1657.679847,1655.153771,1438.529432,2769.069352,1292.607579,1372.252545,,,,HEART,PROT,HUMAN
SPTA2_HUMAN,Spectrin alpha chain brain OS Homo sapiens GN SPTAN1 PE 1 SV 3,1,1,6.91,0.363870465,0.219917606,-1.17964957,0.150747711,5,1,Control,HCM,57.72999913,82.60550347,28.81873996,58.06637948,66.76033037,59.1424991,50.87845847,48.3786787,40.65199339,50.46349634,76.50304779,64.25297657,52.05434883,19.44651699,50.08075812,39.15849547,56.93233974,,,,HEART,PROT,HUMAN
PHB_HUMAN,Prohibitin OS Homo sapiens GN PHB PE 1 SV 1,2,2,13.3,0.366460205,0.22082753,-1.35278541,0.149605564,7;8,2,Control,HCM,392.8070532,389.5500419,78.86225356,243.4044565,448.7568296,383.3241723,321.3231464,192.784841,240.4182437,215.9364211,383.4663244,364.4910836,273.2730765,123.6743972,193.841688,215.6660059,99.80230394,,,,HEART,PROT,HUMAN
ARF1_HUMAN,ADP ribosylation factor 1 OS Homo sapiens GN ARF1 PE 1 SV 2,4,1,19.77,0.384735468,0.229128553,-1.10348243,0.141882158,5;7;8,3,Control,HCM,50.57008366,54.49759291,44.53135471,56.16762065,73.27646761,46.7093369,35.09579232,43.64640075,42.40855614,67.34411972,46.9711845,48.43360124,42.52850743,78.99689909,22.34353405,67.18892171,46.24986484,,,,HEART,PROT,HUMAN
PGAM4_HUMAN,Probable phosphoglycerate mutase 4 OS Homo sapiens GN PGAM4 PE 1 SV 1,10,1,35.73,0.386874534,0.229730743,-1.04943130,0.141015125,6;7;8;9;10,5,Control,HCM,487.5267107,635.9158122,0,281.7593033,701.2703813,411.3611954,235.710044,392.3407679,913.4132762,171.8778209,163.4266924,230.0195218,178.1701035,524.0653465,518.650889,231.6220015,839.3029725,,,,HEART,PROT,HUMAN
UBA1_HUMAN,Ubiquitin like modifier activating enzyme 1 OS Homo sapiens GN UBA1 PE 1 SV 3,4,4,20.16,0.392940353,0.231980046,-1.07464689,0.138596651,5;6;9,3,Control,HCM,491.169884,483.9806113,430.4690365,620.8693067,578.9756788,556.8005442,442.4015497,312.8220095,375.0514422,598.5753546,505.2463411,488.5729627,481.2830386,565.849303,443.8747407,604.5354156,576.570067,,,,HEART,PROT,HUMAN
HSP71_HUMAN,Heat shock 70 kDa protein 1A 1B OS Homo sapiens GN HSPA1A PE 1 SV 5,74,29,342.44,0.39410196,0.231993379,-1.06636843,0.138140183,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,9781.862618,11290.03729,7488.156798,9438.662837,7625.124535,7923.611015,9148.505124,9553.746105,7433.674558,8339.022261,6758.672918,8314.885074,8343.76547,7673.637781,9025.609456,7885.562549,9583.346728,,,,HEART,PROT,HUMAN
ODBA_HUMAN,2 oxoisovalerate dehydrogenase subunit alpha mitochondrial OS Homo sapiens GN BCKDHA PE 1 SV 2,1,1,0,0.398114504,0.232414896,-1.10081829,0.136579586,10,1,Control,HCM,9.326156847,11.99042186,10.12154864,13.85766717,13.9774698,14.13117973,6.696569183,8.330048482,8.666466632,18.53268635,12.10581408,10.30002862,9.346044818,14.52478791,4.453215281,17.74956213,11.54457456,,,,HEART,PROT,HUMAN
EF1A3_HUMAN;EF1A1_HUMAN,Putative elongation factor 1 alpha like 3 OS Homo sapiens GN EEF1A1P5 PE 5 SV 1,19,3,83.72,0.398647137,0.232414896,-1.19627267,0.136374298,1;5;7;8;9;10,6,Control,HCM,441.0781426,923.5373019,793.2640485,1196.584641,1153.571687,467.2326788,333.2727788,692.7663176,558.1430255,1207.128455,550.433163,607.8956574,473.3196161,1129.008361,1094.411306,615.9967932,362.4126125,,,,HEART,PROT,HUMAN
K2C1_HUMAN;K2C1B_HUMAN,Keratin type II cytoskeletal 1 OS Homo sapiens GN KRT1 PE 1 SV 6,10,9,54.2,0.398672741,0.232414896,-1.05489788,0.13636444,5;6;10,3,Control,HCM,846.7595048,710.327013,889.0757168,896.3035317,787.8010678,840.518595,663.2046703,739.0968964,855.9364514,636.2703452,475.2037915,554.4546141,593.3165657,598.0027651,2180.691736,695.4154443,647.258703,,,,HEART,PROT,HUMAN
HS71L_HUMAN,Heat shock 70 kDa protein 1 like OS Homo sapiens GN HSPA1L PE 1 SV 2,38,4,172.83,0.399382389,0.232414896,-1.12652007,0.136091629,1;2;3;4;5;6;7;8,8,Control,HCM,422.5370986,314.9601224,210.4970454,429.0892294,340.5405399,290.7227043,244.6431709,378.4152853,270.2058942,440.6406425,251.8841158,297.9295587,281.556762,308.729859,128.6480512,436.3342105,229.4575586,,,,HEART,PROT,HUMAN
NDUAA_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 10 mitochondrial OS Homo sapiens GN NDUF,1,1,6.27,0.402697621,0.233643832,-1.15231172,0.134827274,8,1,Control,HCM,178.5002507,191.9805295,54.73958485,160.471481,182.665416,130.3643508,172.7221672,177.967257,170.5065333,58.93914821,90.33497884,270.6445971,256.7629816,41.22960599,0,62.24202343,128.520999,,,,HEART,PROT,HUMAN
DHSA_HUMAN,Succinate dehydrogenase ubiquinone flavoprotein subunit mitochondrial OS Homo sapiens GN SDHA PE,11,10,81.64,0.405603665,0.233744438,-1.08555009,0.133732537,3;4;5;6;7;8;10,7,Control,HCM,1725.238192,2078.63353,1418.405835,1755.790375,2668.867081,1672.417656,1902.219934,1838.174711,1699.130397,1524.519837,1811.05498,1857.739866,1547.249569,1401.032121,2031.621263,1783.117999,1720.849625,,,,HEART,PROT,HUMAN
ACOC_HUMAN,Cytoplasmic aconitate hydratase OS Homo sapiens GN ACO1 PE 1 SV 3,6,5,47.8,0.407405178,0.233744438,-1.05842158,0.133060164,10,1,Control,HCM,881.124494,840.954933,718.710394,694.1334918,741.0067388,827.7281831,684.7799686,613.3770724,662.2264117,993.581632,849.9293761,695.3937702,700.2876236,712.7638109,830.3773013,872.4705757,532.2024924,,,,HEART,PROT,HUMAN
DHSB_HUMAN,Succinate dehydrogenase ubiquinone iron sulfur subunit mitochondrial OS Homo sapiens GN SDHB PE 1,2,2,6.63,0.410405358,0.234804339,-1.15322729,0.131950943,4;7,2,Control,HCM,193.2949473,354.3229054,240.3920544,172.0129646,137.2403283,172.2870765,141.6352099,272.5822551,192.6401402,148.7502503,303.5010442,233.600104,225.9286882,71.97309758,318.6957833,104.7186997,4.231548926,,,,HEART,PROT,HUMAN
LIS1_HUMAN,Platelet activating factor acetylhydrolase IB subunit alpha OS Homo sapiens GN PAFAH1B1 PE 1 SV 2,1,1,6.41,0.412733683,0.234817241,-1.19328034,0.131099078,7,1,Control,HCM,39.47902496,18.779145,26.41289359,45.01009628,36.38173502,28.39360598,23.36417546,46.79222076,23.4185748,27.07342745,35.6177299,37.57724947,18.77915342,32.32178955,28.76342159,25.05154445,0,,,,HEART,PROT,HUMAN
AT1B1_HUMAN,Sodium potassium transporting ATPase subunit beta 1 OS Homo sapiens GN ATP1B1 PE 1 SV 1,1,1,6.77,0.417327319,0.236111646,-1.92126835,0.129440992,8,1,Control,HCM,5.00869271,138.6939406,146.2347467,77.53943739,222.381958,144.395193,3.398137752,58.35007189,89.60067966,64.32011655,111.1897325,87.75046582,92.74957923,34.30580498,36.46015521,84.50981034,38.0131599,,x,,HEART,PROT,HUMAN
MDHM_HUMAN,Malate dehydrogenase mitochondrial OS Homo sapiens GN MDH2 PE 1 SV 3,70,50,319.92,0.423056395,0.238602122,-1.06403747,0.127414225,1;2;3;4;5;6;7;8;9;10;11;12,12,Control,HCM,52534.29781,49508.08181,52135.45139,54748.90142,37101.17082,57144.84066,45598.39052,54775.08261,38561.61969,53114.59217,41392.7194,45039.40797,48170.14171,43326.49623,59795.27639,53920.82276,38671.16932,,,,HEART,PROT,HUMAN
