Protein IDs,Protein names,Gene names,TPA_WT1,TPA_WT2,TPA_WT3,TPA_WT4,TPA_ob1,TPA_ob2,TPA_ob3,TPA_ob4,Student's T-test Significant ob_lean,-Log Student's T-test p-value ob_lean,Student's T-test q-value ob_lean,Student's T-test Difference ob_lean,Student's T-test Test statistic ob_lean,Tissue,Ome,Species
Q9DC37,Major facilitator superfamily domain-containing protein 1,Mfsd1,-16.88087463,-17.36266327,-17.06829453,-16.02648735,-17.59240341,-16.84621239,-18.44164467,-16.99838638,,0.661123767,0.395161744,-0.635081768,-1.130414456,LIVER,PROT,MOUSE
Q9DC48,Pre-mRNA-processing factor 17,Cdc40,-16.74691772,-16.7362957,-17.06303596,-16.66828537,-17.30551338,-17.00640488,-18.20230293,-17.08122444,,1.069901544,0.255207132,-0.595227718,-1.530003601,LIVER,PROT,MOUSE
Q9DC50,Peroxisomal carnitine O-octanoyltransferase,Crot,-10.53756428,-10.2654047,-10.43919659,-10.46279144,-10.43514252,-9.899477005,-10.72630787,-10.06464863,,0.314535282,0.734781682,0.144845247,0.491752882,LIVER,PROT,MOUSE
Q9DC51,Guanine nucleotide-binding protein G(k) subunit alpha,Gnai3,-13.42795467,-13.80179501,-13.52027416,-13.56642914,-13.63336086,-13.77868557,-13.45947552,-13.41010666,,0.025672247,0.980728622,0.008706093,0.040310534,LIVER,PROT,MOUSE
Q9DC60,UbiA prenyltransferase domain-containing protein 1,Ubiad1,-21.01277924,-20.03448868,-21.34835243,-19.34066391,-18.90169144,-19.17763901,-18.86163902,-19.04116058,,1.674067576,0.077719685,1.438538551,2.548797133,LIVER,PROT,MOUSE
Q9DC61;A2AIW9,Mitochondrial-processing peptidase subunit alpha,Pmpca,-13.60438251,-13.34689617,-13.38548946,-13.14559937,-12.82633018,-14.27891541,-13.48212147,-13.87337303,,0.320760974,0.688249253,-0.244593143,-0.578003168,LIVER,PROT,MOUSE
Q9DC63-2;Q9DC63;A2BHN6;Q9DC63-3,F-box only protein 3,Fbxo3,-15.88355064,-15.84046078,-15.49267006,-16.32575417,-15.55924988,-15.63321781,-14.93816185,-15.56897926,,1.004574653,0.305223362,0.460706711,1.370475368,LIVER,PROT,MOUSE
Q9DC70,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7. mitochondrial,Ndufs7,-13.04068375,-13.01157284,-13.14910793,-12.43236828,-12.34825993,-12.28516865,-13.1648016,-12.9693203,,0.338702874,0.687484175,0.216545582,0.579968014,LIVER,PROT,MOUSE
Q9DC71,28S ribosomal protein S15. mitochondrial,Mrps15,-14.76236534,-15.30770206,-15.17093277,-14.21243191,-15.68370152,-14.5697546,-15.08565235,-15.52443981,,0.451758976,0.569410865,-0.352529049,-0.782477086,LIVER,PROT,MOUSE
Q9DCA5;F6WEP7;E9Q2V8;F6QAG4,Ribosome biogenesis protein BRX1 homolog,Brix1,-17.33514214,-17.43882751,-17.61187744,-18.87722778,-18.41180992,-20.0058403,-18.54490662,-17.46505165,,0.585882117,0.41615405,-0.791133404,-1.075852655,LIVER,PROT,MOUSE
Q9DCB1,High mobility group nucleosome-binding domain-containing protein 3,Hmgn3,-21.73868179,-21.36724281,-20.92819595,-20.58142281,-18.21181488,-20.5526619,-21.16142845,-17.34027863,,0.994831314,0.199500995,1.837339878,1.750301249,LIVER,PROT,MOUSE
Q9DCC1;O55236,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,Rngtt,-19.79832077,-19.38634109,-19.17159462,-18.86123466,-18.12677574,-18.00960732,-18.46082306,-20.62964058,,0.32771696,0.635869365,0.497661114,0.667261273,LIVER,PROT,MOUSE
Q9DCC4,Pyrroline-5-carboxylate reductase 3,Pycrl,-14.36010456,-14.44622231,-14.24700546,-14.03425026,-14.37417126,-14.89316273,-13.85329628,-14.16227055,,0.074147344,0.92647378,-0.048829556,-0.145245776,LIVER,PROT,MOUSE
Q9DCC5;P23198;D3Z313;D3Z1A9,Chromobox protein homolog 3,Cbx3,-13.99055576,-13.98489666,-13.84431553,-13.98208046,-14.5603056,-13.06124115,-14.78748512,-14.62681293,,0.324530375,0.669047074,-0.308499098,-0.612545032,LIVER,PROT,MOUSE
Q9DCC7,Isochorismatase domain-containing protein 2B. mitochondrial,Isoc2b,-16.21299934,-15.83946228,-16.04870033,-17.68927765,-18.11076546,-17.95817757,-16.26641464,-16.1281662,,0.440561107,0.527372099,-0.668271065,-0.858554963,LIVER,PROT,MOUSE
Q9DCD0,6-phosphogluconate dehydrogenase. decarboxylating,Pgd,-12.380229,-11.59799767,-11.63153648,-10.9741621,-9.835208893,-9.741845131,-10.0463953,-10.39547443,+,2.651216979,0.014666667,1.641250372,3.887994921,LIVER,PROT,MOUSE
Q9DCD2;F6TM12,Pre-mRNA-splicing factor SYF1,Xab2,-18.93468857,-19.60260582,-19.46727753,-17.69001198,-18.27020645,-20.00287819,-18.24859619,-19.15988541,,0.001794103,0.998984331,0.003254414,0.004620986,LIVER,PROT,MOUSE
Q9DCE5,p21-activated protein kinase-interacting protein 1,Pak1ip1,-17.09250259,-17.14663124,-16.99356842,-16.02672768,-16.30397415,-16.17583656,-17.11482811,-17.68117142,,0.003087189,0.997725578,-0.004095078,-0.007548089,LIVER,PROT,MOUSE
Q9DCE9,,Igtp,-14.33789539,-14.63134956,-14.4178915,-14.76719666,-14.91107082,-14.40160084,-14.39767838,-14.08931351,,0.175410079,0.843442729,0.088667393,0.299019946,LIVER,PROT,MOUSE
Q9DCF9-2;Q9DCF9,Translocon-associated protein subunit gamma,Ssr3,-11.4327116,-11.78380871,-11.71857643,-12.17227268,-12.07291603,-11.47166157,-11.73701382,-12.46747208,,0.247722991,0.761558285,-0.160423517,-0.441051054,LIVER,PROT,MOUSE
Q9DCG2;Q9DCG2-2,CD302 antigen,Cd302,-14.60095596,-14.01391029,-14.73467445,-14.65839958,-15.68636227,-16.12222672,-14.8992691,-15.2517004,,1.71014914,0.092931217,-0.987904549,-2.395876417,LIVER,PROT,MOUSE
Q9DCH4,Eukaryotic translation initiation factor 3 subunit F,Eif3f,-13.84557724,-13.24926186,-13.72581673,-14.82056236,-14.56908798,-14.48439312,-14.89737892,-14.13669014,,0.839713711,0.323265684,-0.611582994,-1.315853748,LIVER,PROT,MOUSE
Q9DCH6;A0A140LIM2;A0A140LJF3;A0A140LI56,AN1-type zinc finger protein 6,Zfand6,-18.64598274,-18.44470978,-18.60091782,-17.93984795,-18.10699272,-18.6448822,-19.23211479,-18.47301292,,0.304395948,0.708908458,-0.206386089,-0.53614513,LIVER,PROT,MOUSE
Q9DCI9,39S ribosomal protein L32. mitochondrial,Mrpl32,-15.83795738,-16.31723595,-15.92582703,-16.52607918,-15.71713257,-17.34215355,-16.09744453,-16.24365616,,0.204310043,0.78272902,-0.198321819,-0.409066363,LIVER,PROT,MOUSE
Q9DCJ1,Target of rapamycin complex subunit LST8,Mlst8,-17.30405235,-17.86783791,-17.42819405,-17.46601677,-17.81715393,-17.70599747,-17.03836823,-17.61523819,,0.045491559,0.955847104,-0.027664185,-0.088601139,LIVER,PROT,MOUSE
Q9DCJ5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Ndufa8,-11.89920902,-12.01269341,-11.37963772,-11.7017355,-11.64316368,-11.87752342,-11.83653069,-11.77655315,,0.086149654,0.929460414,-0.035123825,-0.141740275,LIVER,PROT,MOUSE
Q9DCJ7,Aurora kinase A-interacting protein,Aurkaip1,-19.20261192,-19.1360836,-18.91252899,-18.82950211,-18.53349686,-18.25549126,-18.55482292,-22.30797195,,0.154893345,0.804041993,-0.392764091,-0.366561286,LIVER,PROT,MOUSE
Q9DCJ9,N-acetylneuraminate lyase,Npl,-17.91926765,-16.82683945,-16.77862358,-17.89911461,-17.30396843,-17.60022736,-17.67261505,-17.33233643,,0.137851828,0.855772483,-0.121325493,-0.280256756,LIVER,PROT,MOUSE
Q9DCL2,MIP18 family protein FAM96A,Fam96a,-19.78813553,-19.18440437,-19.25255013,-19.4752636,-21.47898483,-22.31703949,-19.74406624,-18.66015434,,0.641971034,0.365005603,-1.12497282,-1.199231044,LIVER,PROT,MOUSE
Q9DCL4;A2AGM2,Probable methyltransferase-like protein 15,Mettl15,-20.47039413,-19.88340187,-20.117239,-19.61992645,-19.04384041,-18.00917625,-19.04379463,-19.58546829,,1.582168958,0.101284848,1.102170467,2.316782145,LIVER,PROT,MOUSE
Q9DCL9;D3Z6P1;D6RCU8,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,Paics,-11.82688618,-11.34662819,-11.77838612,-12.01799679,-12.507411,-12.60663223,-12.65650558,-12.49081612,+,2.856186725,0.031563863,-0.822866917,-3.329003102,LIVER,PROT,MOUSE
Q9DCM0,Persulfide dioxygenase ETHE1. mitochondrial,Ethe1,-12.28733063,-12.82402706,-12.79699802,-13.11917305,-12.77373695,-13.84854889,-12.52199936,-13.04588413,,0.377191521,0.635818726,-0.290660143,-0.667434772,LIVER,PROT,MOUSE
Q9DCM2;A0A0N4SVE5,Glutathione S-transferase kappa 1,Gstk1,-10.38821983,-10.89240551,-10.88109398,-10.54130459,-10.06336975,-10.15851212,-9.696738243,-10.34327698,,1.782233186,0.126386179,0.610281706,2.139723719,LIVER,PROT,MOUSE
Q9DCN1;Q9DCN1-2,Peroxisomal NADH pyrophosphatase NUDT12,Nudt12,-13.44004917,-14.08549881,-13.43764782,-13.26262665,-12.06855297,-11.60451031,-12.27674675,-12.60424995,+,2.66236746,0.016,1.417940617,3.762297826,LIVER,PROT,MOUSE
Q9DCN2-2;Q9DCN2;F2Z456;A0A0A0MQM3,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form;NADH-cytochrome b5 reductase,Cyb5r3,-9.696374893,-9.92519474,-10.00774384,-9.180016518,-9.39826107,-9.455821037,-9.783219337,-9.403209686,,0.40861424,0.661556641,0.192204714,0.624814503,LIVER,PROT,MOUSE
Q9DCP2;A0A0A6YX60;A0A0A6YWF5;A0A0A6YWH4,Sodium-coupled neutral amino acid transporter 3,Slc38a3,-12.69738293,-12.22786522,-12.18205452,-12.99831486,-14.69013596,-15.06642723,-13.79522514,-13.87368298,+,2.599934044,0.014563107,-1.829963446,-3.91207283,LIVER,PROT,MOUSE
Q9DCP4,,Them7,-22.11698341,-19.91744232,-20.97931862,-21.49632454,-19.93821526,-21.19402885,-22.51878166,-22.96245766,,0.260771374,0.694211705,-0.525853634,-0.566969509,LIVER,PROT,MOUSE
Q9DCQ2;D3Z253;F6S4J6;A0A140LHB4;D6RE19,Putative L-aspartate dehydrogenase,Aspdh,-11.40178299,-11.89766693,-11.54619789,-11.20524502,-11.79802513,-12.10632324,-11.96686935,-12.09618092,,1.586864341,0.185254902,-0.479126453,-1.822649116,LIVER,PROT,MOUSE
Q9DCQ3;A0A5C8,Vesicle transport protein GOT1A,Golt1a;Kiss1,-20.87403297,-20.85499573,-20.17824364,-20.58317757,-19.40251923,-20.4509697,-19.2136116,-19.59681702,,1.625817754,0.102885017,0.956633091,2.290185962,LIVER,PROT,MOUSE
Q9DCR2;A0A286YD58,AP-3 complex subunit sigma-1,Ap3s1,-16.24968147,-15.69886971,-16.30368233,-16.55544472,-16.33189392,-17.35128975,-17.52287292,-16.29264832,,0.915407521,0.287932426,-0.672756672,-1.421708774,LIVER,PROT,MOUSE
Q9DCS2;G5E8X1;E9Q7K5;E9Q5B2;D3YZM4,UPF0585 protein C16orf13 homolog,0610011F06Rik,-11.7796793,-12.21896553,-11.9790659,-11.17986679,-11.18623734,-11.09545517,-11.48035336,-11.58869362,,0.912817477,0.332736156,0.451709509,1.286262369,LIVER,PROT,MOUSE
Q9DCS3;A2A845,Trans-2-enoyl-CoA reductase. mitochondrial,Mecr,-12.70641899,-12.78448582,-12.75434875,-13.61032581,-14.32618046,-14.92636585,-13.81224537,-13.87006283,+,2.034115489,0.049538462,-1.269818783,-2.909363341,LIVER,PROT,MOUSE
Q9DCS9;D3YUK4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Ndufb10,-11.92866325,-11.79092312,-11.46631241,-11.63156796,-11.14927769,-11.10302925,-11.57068157,-11.55951309,,1.165767446,0.305211959,0.358741283,1.371065924,LIVER,PROT,MOUSE
Q9DCT1;Q8CEB6,1.5-anhydro-D-fructose reductase,Akr1e2;Akr1e1,-14.29791641,-13.86786556,-13.66445065,-13.74299145,-14.06229877,-14.63789272,-13.47029877,-13.681674,,0.086457891,0.907999378,-0.06973505,-0.177675993,LIVER,PROT,MOUSE
Q9DCT2,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3. mitochondrial,Ndufs3,-11.90344715,-11.7244854,-11.72356796,-12.68686199,-12.74563217,-12.66317177,-12.07203388,-11.52256775,,0.271983,0.718686243,-0.241260767,-0.517376529,LIVER,PROT,MOUSE
Q9DCT8;A0A0G2JF37,Cysteine-rich protein 2,Crip2,-13.38791466,-12.76193428,-12.97546577,-13.36912155,-12.70209599,-12.99647427,-12.67175007,-13.54925442,,0.226753804,0.784133284,0.143715382,0.404988775,LIVER,PROT,MOUSE
Q9DCU6;A0A1L1SU24;A0A1L1STN5;A0A1L1SRY8;A0A1L1SSY9,39S ribosomal protein L4. mitochondrial,Mrpl4,-15.91399384,-16.39335251,-16.50238037,-18.45127678,-18.90234947,-18.82166672,-19.03127861,-15.57961559,,0.594804642,0.387147541,-1.268476725,-1.146757741,LIVER,PROT,MOUSE
Q9DCU9;E9Q1R2,4-hydroxy-2-oxoglutarate aldolase. mitochondrial,Hoga1,-11.54096127,-11.40015984,-11.53093624,-10.30275345,-10.56359291,-11.22986698,-11.22545242,-11.41339588,,0.088287169,0.903917688,0.085625648,0.189329502,LIVER,PROT,MOUSE
Q9DCV3,Diacylglycerol O-acyltransferase 2,Dgat2,-18.55533409,-19.39196777,-19.69846535,-21.99850845,-16.83415413,-16.62821579,-16.4594059,-16.86945343,+,2.305503951,0.015563636,3.213261604,3.81290832,LIVER,PROT,MOUSE
Q9DCV4;A2AGJ2,Regulator of microtubule dynamics protein 1,Rmdn1,-12.89451599,-13.11951923,-12.73358536,-12.99188328,-12.69124508,-12.49012661,-12.2981739,-12.84639931,,1.300934767,0.279429669,0.35338974,1.445757243,LIVER,PROT,MOUSE
Q9DCW4;A0A0N4SVE0;A0A0U1RNR3;A0A0U1RNP5;A0A0N4SWE9;A0A0U1RNK9;A0A0U1RQB4,Electron transfer flavoprotein subunit beta,Etfb,-8.602175713,-8.780215263,-8.680356026,-8.428216934,-8.869026184,-8.627700806,-8.872211456,-8.947719574,,1.050371338,0.439866246,-0.206423521,-1.022691125,LIVER,PROT,MOUSE
Q9DCX8,Iodotyrosine dehalogenase 1,Iyd,-12.90130997,-13.79098606,-13.13877869,-14.83110428,-13.9472847,-15.56489658,-13.36747742,-13.71170139,,0.312777433,0.651324312,-0.482295275,-0.642333069,LIVER,PROT,MOUSE
Q9DCY0;D3Z1F5;D3Z4V9,Glycine N-acyltransferase-like protein Keg1,Keg1,-11.04538727,-10.65432739,-10.6238966,-11.07694626,-12.26778984,-12.87746906,-13.22981167,-13.12311935,+,3.744754899,0.004642857,-2.024408102,-5.825126276,LIVER,PROT,MOUSE
Q9DCZ1;F6VY18,GMP reductase 1,Gmpr,-18.28718567,-18.57150841,-18.50056648,-17.31764412,-18.12404823,-17.78150368,-18.70236206,-18.6200943,,0.144604253,0.844040027,-0.137775898,-0.298056426,LIVER,PROT,MOUSE
Q9DCZ4-2;Q9DCZ4;Q9DCZ4-3,Apolipoprotein O,Apoo,-14.79873657,-16.66438866,-15.04907227,-14.07234669,-13.52694798,-13.30756378,-15.09734249,-16.20620918,,0.291196944,0.660995773,0.611620188,0.62630464,LIVER,PROT,MOUSE
Q9DD03;D3YUS4;Q9CXS2;A0A286YDR2;P62823,Ras-related protein Rab-13,Rab13,-17.66633034,-17.06638527,-17.78362083,-19.55617905,-16.27558708,-15.25814247,-16.3572979,-16.43385315,,1.736584596,0.05964794,1.936908722,2.754482541,LIVER,PROT,MOUSE
Q9DD12;B1AWP9;B1AWP7;B1AWQ0;B1AWP8;B1AWQ3;B1AWQ4;Q9ET47-8;Q9ET47-7;Q9ET47-6;Q9ET47-5;Q9ET47-4;Q9ET47-2;Q9ET47-3;Q9ET47,Espin,Espn,-17.35247803,-18.65530968,-19.62362671,-18.90883064,-21.44556236,-22.15132904,-17.32494164,-21.84373474,,0.839520094,0.248935259,-2.056330681,-1.549911546,LIVER,PROT,MOUSE
Q9DD18;Q9DD18-2,D-tyrosyl-tRNA(Tyr) deacylase 1,Dtd1,-17.2924633,-16.59441376,-16.8589325,-16.61246109,-16.97296524,-16.46665192,-16.73802948,-16.31982994,,0.442164405,0.629121001,0.215198517,0.677158126,LIVER,PROT,MOUSE
Q9DD20,Methyltransferase-like protein 7B,Mettl7b,-11.20440006,-10.77278996,-11.1177969,-10.75916386,-10.85630894,-10.84592915,-11.05577946,-11.05055904,,0.030262624,0.976813793,0.011393547,0.049672067,LIVER,PROT,MOUSE
Q9EP52,Twisted gastrulation protein homolog 1,Twsg1,-18.96648216,-19.12754822,-19.38633156,-19.17208099,-20.36494637,-19.68215942,-21.21868515,-19.43494987,,1.31787759,0.154103057,-1.012074471,-1.989000464,LIVER,PROT,MOUSE
Q9EP53-4;Q9EP53-3;Q9EP53-2;Q9EP53;F2Z3W0;F2Z3X2,Hamartin,Tsc1,-18.25551796,-18.05321503,-18.2117939,-21.68784142,-19.15558243,-18.96046448,-18.4849205,-18.05668831,,0.163605487,0.796612495,0.387678146,0.382476079,LIVER,PROT,MOUSE
Q9EP69;A0A1L1SR59,Phosphatidylinositide phosphatase SAC1,Sacm1l,-12.33293533,-12.72702694,-12.5474062,-12.2607851,-11.73154259,-12.12483215,-12.4201088,-12.61287212,,0.512881266,0.580315843,0.244699478,0.766597301,LIVER,PROT,MOUSE
Q9EP71,Ankycorbin,Rai14,-13.49867725,-13.46409512,-13.48999023,-13.86744022,-13.84469128,-13.35009861,-13.62439156,-13.61379814,,0.072353546,0.943066487,-0.028194189,-0.11770843,LIVER,PROT,MOUSE
Q9EP72,ER membrane protein complex subunit 7,Emc7,-14.40138817,-14.30053425,-14.64533424,-14.73258305,-15.09915447,-15.0786562,-15.69020844,-14.7098465,,1.481006789,0.17155412,-0.624506474,-1.912062434,LIVER,PROT,MOUSE
Q9EP75;G3UW81;Q8BGU0,Leukotriene-B4 omega-hydroxylase 3,Cyp4f14,-12.70479012,-12.88023949,-12.87935925,-12.3525095,-12.85518074,-13.58007813,-14.21957302,-13.69395351,,1.548621331,0.120423676,-0.882971764,-2.168333236,LIVER,PROT,MOUSE
Q9EP89;A0A1L1SVF9,Serine beta-lactamase-like protein LACTB. mitochondrial,Lactb,-12.90560913,-12.75810146,-12.64285946,-12.88417149,-13.1429615,-13.5099535,-13.08825016,-12.97342205,,1.567639025,0.22452205,-0.380961418,-1.649048188,LIVER,PROT,MOUSE
Q9EP96,Solute carrier organic anion transporter family member 1A4,Slco1a4,-18.66166115,-18.27871513,-18.89821243,-17.12193108,-16.96087456,-16.71944618,-17.45420456,-17.50239944,,1.313969895,0.15084843,1.080898762,2.00980909,LIVER,PROT,MOUSE
Q9EP97;F6Z9L5,Sentrin-specific protease 3,Senp3,-18.30913544,-19.66139793,-19.01630783,-17.95242882,-18.6208744,-18.0765152,-21.03138161,-19.18805313,,0.273954305,0.684725086,-0.49438858,-0.584336321,LIVER,PROT,MOUSE
Q9EPA7;B0QZL2,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Nmnat1,-16.64975548,-16.9266243,-17.35143852,-18.89727592,-20.5005188,-20.76530457,-17.05705452,-17.67666054,,0.695342663,0.324779221,-1.54361105,-1.311761624,LIVER,PROT,MOUSE
Q9EPB5;Q3U3G8;F6TMN2,Serine hydrolase-like protein,Serhl,-16.43280792,-16.08666039,-16.20416069,-17.79766273,-15.06184006,-16.66939926,-15.44342613,-15.91849995,,0.811770818,0.305291815,0.857031584,1.369435348,LIVER,PROT,MOUSE
Q9EPC1;Q3UF75;D6RHM9,Alpha-parvin,Parva,-14.93726063,-15.12857437,-14.92736816,-14.27053452,-14.58294296,-14.58053398,-15.08185959,-14.18578529,,0.339221406,0.69042365,0.208153963,0.574303959,LIVER,PROT,MOUSE
Q9EPE9,Manganese-transporting ATPase 13A1,Atp13a1,-13.41620255,-13.32122135,-13.48154354,-13.81367779,-13.39076614,-13.88025951,-13.77233124,-13.93550301,,0.706489601,0.502722395,-0.236553669,-0.899934866,LIVER,PROT,MOUSE
Q9EPJ9;Q3TGS9;V9GXM1;Q9EPJ9-2;V9GWV1,ADP-ribosylation factor GTPase-activating protein 1,Arfgap1,-15.67784405,-15.60994339,-15.8287344,-16.23630905,-15.85975456,-16.15185738,-17.08405876,-16.58678246,,0.993012536,0.278500483,-0.582405567,-1.450507931,LIVER,PROT,MOUSE
Q9EPK2-3;Q9EPK2;Q9EPK2-2;Q9EPK2-4,Protein XRP2,Rp2,-17.83656883,-16.29106331,-16.42768478,-16.88520432,-16.98003578,-17.06716537,-17.64102554,-17.12378502,,0.39635205,0.609319894,-0.34287262,-0.71457711,LIVER,PROT,MOUSE
Q9EPK6,Nucleotide exchange factor SIL1,Sil1,-16.3914299,-16.20120049,-16.43099594,-16.09708977,-17.43629074,-16.45295906,-17.3901577,-17.11573029,,1.844728997,0.091436997,-0.818605423,-2.407825004,LIVER,PROT,MOUSE
Q9EPL4;A0A140LJ45,Methyltransferase-like protein 9,Mettl9,-20.06050873,-19.04850388,-19.57943153,-20.88848114,-18.92713165,-19.19527626,-19.7561779,-20.16082001,,0.343992977,0.637654287,0.384379864,0.663848618,LIVER,PROT,MOUSE
Q9EPL8;A0A140LHD0,Importin-7,Ipo7,-14.7165308,-14.56238079,-14.21210003,-14.32230091,-14.33847523,-13.20831013,-15.07405567,-14.19907379,,0.253508044,0.731247329,0.248349428,0.496386001,LIVER,PROT,MOUSE
Q9EPQ7;D3YU00,StAR-related lipid transfer protein 5,Stard5,-14.90843296,-15.34345913,-15.37333202,-14.03315926,-15.13262081,-14.97815418,-15.11803341,-15.1059351,,0.214591943,0.782534047,-0.169090033,-0.407987642,LIVER,PROT,MOUSE
Q9EPS3,D-glucuronyl C5-epimerase,Glce,-19.69093704,-18.89826965,-18.82198715,-22.29800797,-18.3520031,-19.91984367,-18.49483681,-18.50892067,,0.5829178,0.402054129,1.108399391,1.115242348,LIVER,PROT,MOUSE
Q9EPT5;Q9EPT5-2,Solute carrier organic anion transporter family member 2A1,Slco2a1,-16.03074074,-15.94098568,-16.19109344,-14.64556026,-15.83476734,-16.91147423,-17.88420105,-17.81853104,,1.249107027,0.147906052,-1.410148382,-2.021031025,LIVER,PROT,MOUSE
Q9EPU0-2;Q9EPU0,Regulator of nonsense transcripts 1,Upf1,-13.22643375,-12.95633984,-12.94878006,-12.61698055,-12.95124626,-13.01647758,-13.28673172,-13.09584618,,0.471722945,0.667236332,-0.150441885,-0.615662912,LIVER,PROT,MOUSE
Q9EPU4,Cleavage and polyadenylation specificity factor subunit 1,Cpsf1,-15.81537056,-17.12016678,-15.91359329,-15.80169201,-16.65719604,-16.39027596,-16.63486481,-16.19514847,,0.398266817,0.617615549,-0.306665659,-0.699568646,LIVER,PROT,MOUSE
Q9EQ06;Q9EQ06-2,Estradiol 17-beta-dehydrogenase 11,Hsd17b11,-12.51787281,-12.36715221,-12.40189552,-13.28265762,-13.3972311,-13.84811306,-13.42736435,-12.95419693,,1.45086556,0.152556828,-0.764331818,-1.997108608,LIVER,PROT,MOUSE
Q9EQ08;B1ATE0,,Sgsh,-19.13665771,-18.52715492,-19.17954826,-19.75578117,-18.97553444,-21.38715935,-19.38769722,-19.0092411,,0.375367999,0.592405926,-0.540122509,-0.744033413,LIVER,PROT,MOUSE
Q9EQ20;A0A1Y7VJ32,Methylmalonate-semialdehyde dehydrogenase [acylating]. mitochondrial,Aldh6a1,-8.654187202,-8.506286621,-8.610267639,-8.853684425,-8.809785843,-9.245054245,-8.841917038,-8.870900154,,1.204145062,0.3392528,-0.285807848,-1.269351021,LIVER,PROT,MOUSE
Q9EQ21;F6VHS4;Q5M9M1;A0A0U1RPF4;Q80T19,Hepcidin;Hepcidin-2,Hamp;Hamp2,-19.48807907,-19.23204422,-22.73482323,-18.73734283,-18.19480705,-18.59318924,-18.67301369,-19.02948761,,0.758814297,0.298681219,1.425447941,1.390643799,LIVER,PROT,MOUSE
Q9EQ32;Q9EQ32-2;Q9EQ32-3,Phosphoinositide 3-kinase adapter protein 1,Pik3ap1,-14.45054054,-14.09666252,-14.44287968,-15.21149826,-14.30392933,-14.09034252,-14.53255463,-13.80902386,,0.618897379,0.469282434,0.366432667,0.960950203,LIVER,PROT,MOUSE
Q9EQ80;D3Z0G0;E9PWJ6,NIF3-like protein 1,Nif3l1,-17.22423553,-16.73790359,-17.33937454,-16.46896744,-15.36032867,-15.81375694,-16.66246223,-16.73540306,,1.057940212,0.231062937,0.799632549,1.625000229,LIVER,PROT,MOUSE
Q9EQC1;D3Z3X1;D3Z3X2;A0A0U1RNL4;A0A0U1RQA2,3 beta-hydroxysteroid dehydrogenase type 7,Hsd3b7,-14.39885616,-14.12723351,-13.94282722,-15.54700756,-14.41659737,-17.73500633,-14.60444546,-13.09319687,,0.169424221,0.787724972,-0.458330393,-0.399471705,LIVER,PROT,MOUSE
Q9EQC5,N-terminal kinase-like protein,Scyl1,-15.41302109,-15.75022697,-15.42245579,-16.87213707,-16.09495735,-15.82494354,-15.688097,-15.99042511,,0.034017805,0.963759579,-0.035145521,-0.077004062,LIVER,PROT,MOUSE
Q9EQC8,,Prcc,-18.67817307,-18.10874939,-17.93710518,-20.08568192,-17.79725266,-18.82297134,-18.39084625,-17.9226799,,0.377517798,0.599924768,0.468989849,0.731729382,LIVER,PROT,MOUSE
Q9EQF5;F6ZLZ4,Dihydropyrimidinase,Dpys,-10.32582569,-10.29147339,-10.14484501,-10.33834171,-10.30605316,-10.08151722,-10.49078846,-9.921808243,,0.227808506,0.829979972,0.075079679,0.322763611,LIVER,PROT,MOUSE
Q9EQG9-2;Q9EQG9;Q9EQG9-3,Collagen type IV alpha-3-binding protein,Col4a3bp,-16.47627449,-16.44918442,-16.25251579,-15.957654,-14.86945152,-14.85943317,-15.78195953,-15.32197285,+,2.293996189,0.041293827,1.075702906,3.073025131,LIVER,PROT,MOUSE
Q9EQH2;A0A1Y7VMT6;A0A1Y7VNY4;A0A1Y7VNJ8,Endoplasmic reticulum aminopeptidase 1,Erap1,-12.75170898,-12.22197437,-12.45873165,-12.16704178,-12.71498775,-12.50952053,-12.82793427,-13.02442551,,1.128118692,0.307664903,-0.369352818,-1.361480572,LIVER,PROT,MOUSE
Q9EQH3,Vacuolar protein sorting-associated protein 35,Vps35,-11.63212681,-11.56160069,-11.58647346,-11.44922829,-11.67542171,-12.3926115,-11.77924824,-12.0063343,,1.32194732,0.252525981,-0.406046629,-1.540571195,LIVER,PROT,MOUSE
Q9EQH4-3;Q9EQH4-2;Q9EQH4;Q9EQH4-4;Q9EQH4-5,Transcription initiation factor TFIID subunit 8,Taf8,-21.1631012,-21.15808105,-20.85372353,-19.51872253,-20.23624802,-19.28717613,-21.91653824,-20.09064865,,0.165848932,0.800358423,0.290754318,0.374196853,LIVER,PROT,MOUSE
Q9EQI5,,Ppbp,-15.8163023,-15.4826746,-16.17966652,-15.20843029,-15.75997734,-14.33291721,-16.20449829,-16.21730042,,0.030100825,0.965813621,0.043095112,0.072808275,LIVER,PROT,MOUSE
